datetime,open,high,low,close,volume
2019-06-04 05:06:00+00:00,7991.52,7993.53,7988.82,7988.82,17.601237
2019-06-04 05:07:00+00:00,7989.99,7998.82,7988.31,7992.3,35.291541
2019-06-04 05:08:00+00:00,7992.5,7995.0,7982.0,7993.0,28.261915
2019-06-04 05:09:00+00:00,7991.93,7993.57,7987.11,7991.39,18.411386
2019-06-04 05:10:00+00:00,7991.04,7992.01,7977.57,7980.78,13.119932
2019-06-04 05:11:00+00:00,7981.63,7981.63,7976.41,7979.28,9.10257
2019-06-04 05:12:00+00:00,7976.9,7986.0,7976.08,7983.61,19.793967
2019-06-04 05:13:00+00:00,7985.74,7985.87,7977.03,7980.96,14.38354
2019-06-04 05:14:00+00:00,7980.95,7980.96,7970.14,7972.69,17.409788
2019-06-04 05:15:00+00:00,7972.69,7978.51,7970.0,7978.42,14.994574
2019-06-04 05:16:00+00:00,7978.41,7994.98,7976.67,7994.98,25.143033
2019-06-04 05:17:00+00:00,7994.21,7996.13,7990.16,7990.38,34.988965
2019-06-04 05:18:00+00:00,7991.32,7993.33,7989.75,7991.34,5.030902
2019-06-04 05:19:00+00:00,7990.53,7992.0,7986.67,7988.8,8.442451
2019-06-04 05:20:00+00:00,7989.39,7989.39,7980.0,7984.39,21.932528
2019-06-04 05:21:00+00:00,7983.64,7990.0,7983.64,7989.05,13.879122
2019-06-04 05:22:00+00:00,7987.47,7990.0,7976.48,7976.81,19.358096
2019-06-04 05:23:00+00:00,7979.09,7980.0,7971.46,7977.0,71.307401
2019-06-04 05:24:00+00:00,7977.02,7977.67,7968.43,7971.77,9.329804
2019-06-04 05:25:00+00:00,7969.99,7969.99,7953.07,7957.76,38.972992
2019-06-04 05:26:00+00:00,7957.77,7967.79,7953.07,7964.79,23.203089
2019-06-04 05:27:00+00:00,7964.32,7969.0,7957.46,7969.0,12.657306
2019-06-04 05:28:00+00:00,7968.99,7970.0,7962.57,7969.82,20.002866
2019-06-04 05:29:00+00:00,7969.82,7970.0,7962.22,7964.38,10.423087
2019-06-04 05:30:00+00:00,7962.98,7970.0,7962.98,7965.78,15.837039
2019-06-04 05:31:00+00:00,7966.34,7969.31,7964.9,7966.27,10.192014
2019-06-04 05:32:00+00:00,7966.27,7966.28,7960.55,7965.32,22.266807
2019-06-04 05:33:00+00:00,7964.15,7965.21,7960.55,7963.37,9.336823
2019-06-04 05:34:00+00:00,7963.39,7973.98,7961.47,7972.38,12.075637
2019-06-04 05:35:00+00:00,7974.76,7980.0,7968.47,7980.0,43.37989
2019-06-04 05:36:00+00:00,7980.0,7985.0,7973.04,7980.27,66.705224
2019-06-04 05:37:00+00:00,7983.51,7983.51,7973.36,7975.85,27.168743
2019-06-04 05:38:00+00:00,7977.14,7979.9,7974.76,7979.9,9.483375
2019-06-04 05:39:00+00:00,7979.3,7980.0,7978.02,7980.0,29.370853
